1810,31-10-2017,02,04,06,09,11,32,33,38,40,42,44,45,52,58,60,66,73,85,91,94
1809,27-10-2017,02,11,19,22,37,38,48,50,60,65,66,68,71,81,82,88,89,95,96,99
1808,24-10-2017,01,08,13,18,27,38,39,41,43,49,50,52,57,61,66,67,73,80,84,91
1807,20-10-2017,01,11,14,20,27,30,40,42,43,46,54,66,68,75,77,85,89,93,98,99
1806,17-10-2017,09,11,12,24,25,29,34,35,36,43,45,49,58,65,66,72,79,95,98,99
1805,13-10-2017,01,05,06,07,12,23,35,41,44,48,53,64,65,68,73,76,79,81,85,98
1804,10-10-2017,06,07,09,14,24,32,34,39,40,44,58,65,69,70,74,76,77,88,91,98
1803,06-10-2017,02,04,06,10,14,16,32,33,37,46,50,52,76,85,90,92,93,94,97,98
1802,03-10-2017,01,06,13,24,29,33,53,54,60,63,64,68,71,72,73,84,90,91,95,96
1801,29-09-2017,03,05,16,18,19,32,36,40,58,60,61,62,71,73,78,79,84,89,98,99
1800,26-09-2017,02,04,16,28,33,39,41,47,50,54,56,57,65,67,73,74,75,79,80,85
1799,22-09-2017,02,10,16,26,32,41,49,54,57,59,61,66,70,77,78,81,91,94,95,98
1798,19-09-2017,02,06,14,16,19,29,34,35,47,49,50,51,53,54,74,76,84,95,98,00
1797,15-09-2017,08,09,10,13,20,24,25,36,38,40,46,50,64,66,68,85,88,89,91,98
1796,12-09-2017,15,16,23,27,28,29,32,39,40,46,52,54,57,63,73,78,80,84,86,94
1795,08-09-2017,09,11,15,22,24,31,36,38,42,46,47,54,58,72,81,83,89,92,97,00
1794,05-09-2017,02,03,05,12,28,31,42,44,49,57,59,72,76,82,87,88,89,94,99,00
1793,01-09-2017,03,04,05,06,23,29,32,43,51,53,62,63,65,66,73,77,78,81,83,89
1792,29-08-2017,06,16,17,25,29,30,35,39,52,56,69,71,73,79,87,90,91,94,95,98
1791,25-08-2017,07,09,17,21,27,29,36,40,41,42,53,62,63,68,75,77,78,83,95,00
1790,22-08-2017,01,05,06,11,12,27,37,47,54,55,56,59,61,65,68,79,85,87,95,98
1789,18-08-2017,04,10,11,13,17,18,21,26,30,31,37,44,54,55,57,70,72,74,82,00
1788,15-08-2017,01,16,24,25,31,35,38,43,46,47,52,53,61,65,74,77,81,88,97,98
1787,11-08-2017,02,03,09,13,17,20,22,24,25,28,33,39,67,69,70,84,86,87,99,00
1786,08-08-2017,01,10,20,22,24,32,39,45,54,57,64,68,71,77,78,84,90,91,92,96
1785,04-08-2017,03,11,22,27,28,29,31,41,43,45,50,55,58,61,62,68,78,84,89,92
1784,01-08-2017,04,10,21,23,31,38,41,43,54,59,61,66,74,80,83,85,87,88,89,96
1783,28-07-2017,09,12,15,16,20,28,31,37,44,49,53,57,60,64,74,76,80,84,88,96
1782,25-07-2017,05,06,12,17,22,23,26,33,34,40,45,51,67,74,79,80,81,84,89,00
1781,21-07-2017,10,17,18,20,28,30,34,36,38,46,55,56,62,67,70,72,76,89,93,95
1780,18-07-2017,08,11,12,13,14,15,16,18,20,25,27,31,45,53,64,68,75,77,82,99
1779,14-07-2017,01,16,18,20,26,28,33,40,45,46,49,51,52,62,63,67,77,81,84,00
1778,11-07-2017,01,03,04,06,09,10,15,16,26,30,31,38,50,63,65,76,84,90,91,97
1777,07-07-2017,01,12,23,26,34,38,46,48,60,63,65,70,75,82,83,84,89,93,95,99
1776,04-07-2017,03,04,06,10,13,21,24,29,31,32,35,43,49,57,64,65,67,72,79,95
1775,30-06-2017,08,14,18,32,35,38,43,45,51,53,67,74,75,80,85,89,92,95,96,99
1774,27-06-2017,03,12,21,24,29,34,37,46,47,48,50,53,56,61,65,70,84,87,93,95
1773,23-06-2017,03,10,13,19,20,27,31,33,41,46,48,58,59,68,76,79,83,86,90,00
1772,20-06-2017,08,13,19,24,26,28,29,36,40,43,47,49,54,59,70,75,82,83,93,94
1771,16-06-2017,06,08,15,18,20,26,28,33,38,40,47,48,52,56,57,61,68,83,86,94
1770,13-06-2017,08,11,13,17,21,22,25,28,35,36,37,50,60,63,71,74,76,77,86,90
1769,09-06-2017,03,07,09,13,15,22,27,30,35,39,47,54,57,70,72,74,79,80,82,86
1768,06-06-2017,01,02,06,08,15,21,25,27,38,41,49,62,67,73,75,77,80,83,87,91
1767,02-06-2017,03,06,07,12,17,26,28,29,35,47,49,59,69,70,72,79,84,85,89,97
1766,30-05-2017,01,05,08,13,17,19,29,30,33,44,48,49,62,66,69,76,91,97,99,00
1765,26-05-2017,08,11,12,17,20,21,23,36,37,38,41,42,45,52,56,60,64,79,97,00
1764,23-05-2017,02,07,20,22,24,27,35,36,39,41,55,57,58,61,70,79,83,84,92,95
1763,19-05-2017,01,06,07,15,21,31,36,37,39,41,42,74,78,80,83,84,85,86,95,96
1762,16-05-2017,01,02,08,19,25,32,39,47,54,59,67,70,72,79,80,83,84,89,95,97
1761,12-05-2017,01,06,12,15,17,20,22,29,31,36,41,60,61,75,78,82,88,93,94,97
1760,09-05-2017,09,12,16,21,22,26,28,38,41,43,44,51,53,57,69,70,76,89,91,93
1759,05-05-2017,09,15,21,23,27,28,37,39,44,45,50,66,69,70,81,86,88,92,96,97
1758,02-05-2017,02,04,05,11,22,23,25,27,30,35,36,47,48,62,63,68,69,86,94,98
1757,28-04-2017,03,05,10,11,22,28,33,37,39,40,44,48,49,55,61,62,70,80,92,98
1756,25-04-2017,11,14,15,19,34,37,50,52,58,63,64,66,67,68,71,78,79,89,94,96
1755,20-04-2017,02,13,26,28,34,35,38,40,42,43,52,53,56,60,74,75,77,78,92,00
1754,18-04-2017,08,09,16,42,44,48,50,52,54,55,57,62,66,74,79,80,84,88,90,99
1753,13-04-2017,03,06,10,25,26,33,40,43,45,49,51,65,71,72,75,79,83,84,93,99
1752,11-04-2017,08,12,17,19,21,26,33,35,42,57,62,66,73,83,85,87,90,93,98,99
1751,07-04-2017,01,08,17,19,29,31,37,40,42,43,45,47,50,53,62,66,70,80,94,96
1750,04-04-2017,03,08,10,11,23,28,39,41,44,49,51,52,55,59,68,69,74,76,78,81
1749,31-03-2017,02,16,17,20,22,33,34,49,54,60,63,66,68,69,71,73,83,86,89,90
1748,28-03-2017,01,04,05,06,13,14,27,37,38,44,47,50,61,72,77,79,84,93,94,98
1747,24-03-2017,01,07,08,16,21,38,41,49,51,53,56,58,59,64,66,69,73,75,79,97
1746,21-03-2017,03,11,12,14,30,31,33,38,43,44,48,60,62,64,65,67,79,85,90,93
1745,17-03-2017,04,07,09,10,17,30,39,42,44,48,51,55,59,74,75,77,80,82,88,92
1744,14-03-2017,02,05,06,08,34,35,36,37,53,56,65,70,72,77,78,83,87,92,96,97
1743,10-03-2017,01,06,13,15,30,43,47,50,55,63,68,74,75,78,79,80,81,82,86,90
1742,07-03-2017,04,05,10,19,23,26,29,31,32,36,44,49,60,63,66,75,84,89,94,99
1741,03-03-2017,04,05,22,24,28,30,32,38,39,40,43,46,53,55,57,59,60,63,64,82
1740,01-03-2017,12,14,23,25,29,32,35,40,43,51,53,60,64,82,83,88,89,96,97,98
1739,24-02-2017,03,13,14,22,43,46,55,62,65,67,69,71,75,77,83,84,85,89,91,00
1738,21-02-2017,06,08,15,24,30,35,37,45,47,50,54,58,59,68,70,73,77,83,93,97
1737,17-02-2017,07,33,37,38,40,51,59,60,61,63,65,67,68,71,72,74,77,83,85,93
1736,14-02-2017,01,08,10,17,19,25,44,48,49,60,63,68,73,74,80,82,84,95,96,98
1735,10-02-2017,02,16,23,28,30,31,34,37,39,41,43,59,65,66,69,73,74,77,95,96
1734,07-02-2017,02,06,17,27,31,49,50,52,60,61,63,64,70,78,82,85,86,95,96,00
1733,03-02-2017,05,10,13,15,18,20,21,33,34,49,50,55,63,69,75,81,86,89,90,91
1732,31-01-2017,06,18,22,23,27,30,32,40,45,53,60,65,71,76,79,81,82,85,88,99
1731,27-01-2017,15,16,20,31,36,37,38,40,41,43,45,54,56,58,61,76,77,79,83,99
1730,24-01-2017,04,08,10,21,24,25,31,38,53,58,59,61,64,66,72,73,76,79,92,97
1729,20-01-2017,03,06,07,10,14,16,22,27,29,31,34,37,39,43,55,56,61,64,74,96
1728,17-01-2017,02,17,24,25,27,35,38,39,42,43,46,48,57,58,61,70,77,81,89,99
1727,13-01-2017,05,11,12,13,14,19,22,23,25,26,44,49,55,62,65,82,88,89,90,91
1726,10-01-2017,06,07,14,17,18,23,27,31,44,46,55,56,66,79,82,87,89,95,96,98
1725,06-01-2017,04,07,10,19,25,27,31,36,41,48,56,60,64,69,78,79,87,90,95,00
1724,03-01-2017,06,10,15,18,20,21,22,38,49,55,57,59,68,69,70,81,82,87,90,93
1723,30-12-2016,01,03,18,19,21,24,26,35,36,39,44,49,50,62,72,80,81,85,86,98
1722,27-12-2016,11,15,25,30,34,40,41,60,61,62,63,64,69,73,74,78,81,85,86,92
1721,23-12-2016,09,11,14,20,24,26,27,29,34,38,43,44,45,48,52,57,59,61,86,95
1720,20-12-2016,04,06,17,22,24,31,33,39,54,59,63,66,75,80,83,92,94,95,97,00
1719,16-12-2016,21,39,40,43,63,66,68,70,72,73,76,77,80,87,90,91,94,95,97,98
1718,13-12-2016,03,04,05,06,16,19,28,35,44,45,54,55,60,61,78,80,86,87,90,93
1717,09-12-2016,03,05,11,13,21,23,24,32,33,39,46,47,49,60,73,74,79,86,93,94
1716,06-12-2016,05,09,15,24,27,36,39,40,50,52,54,55,60,63,66,69,73,75,82,96
1715,02-12-2016,07,08,11,18,23,25,26,34,38,40,42,43,51,58,70,72,85,93,94,97
1714,29-11-2016,02,07,09,12,23,25,34,35,45,46,48,51,53,57,62,74,76,80,88,90
1713,25-11-2016,01,04,14,21,25,26,29,30,35,41,43,50,60,61,73,80,82,88,94,99
1712,22-11-2016,01,12,26,29,31,33,35,44,47,61,65,66,73,76,77,83,89,90,99,00
1711,18-11-2016,03,04,08,10,14,15,18,19,21,52,59,60,68,73,75,80,81,88,91,98
1710,16-11-2016,05,09,11,15,16,17,24,28,35,41,44,51,52,56,58,63,71,81,87,97
1709,11-11-2016,03,04,21,27,28,29,30,32,41,44,47,50,52,53,58,67,72,85,94,99
1708,08-11-2016,01,02,13,14,17,24,29,33,44,49,50,51,52,53,60,67,69,95,98,00
1707,04-11-2016,09,13,15,20,25,26,29,37,43,44,50,55,56,57,60,68,73,77,83,89
1706,01-11-2016,01,17,22,24,26,45,48,51,58,61,71,73,75,76,80,83,84,89,91,98
1705,28-10-2016,05,07,18,21,23,27,30,43,45,52,56,57,59,61,69,70,76,83,89,93
1704,25-10-2016,11,12,13,21,24,29,31,37,47,52,55,56,59,64,70,75,76,87,97,00
1703,21-10-2016,09,25,30,33,35,40,44,49,56,57,62,66,68,72,78,81,82,85,89,91
1702,18-10-2016,02,04,08,10,12,15,20,27,30,31,58,66,70,71,72,76,86,90,95,98
1701,14-10-2016,06,11,14,15,21,25,26,28,30,33,35,36,40,54,55,65,80,83,86,89
1700,11-10-2016,16,17,22,25,30,36,44,48,49,58,64,67,70,73,78,79,85,88,91,99
1699,07-10-2016,04,05,08,12,13,14,16,19,23,29,40,46,56,59,63,67,71,73,76,91
1698,04-10-2016,04,07,09,14,15,17,20,23,27,31,33,44,45,53,54,74,82,85,90,96
1697,30-09-2016,09,12,28,33,37,39,40,41,47,59,64,79,83,84,85,88,93,94,96,98
1696,27-09-2016,08,10,22,29,31,34,38,39,41,46,50,51,57,58,63,73,85,87,88,90
1695,23-09-2016,12,19,31,33,39,40,41,42,49,54,58,63,69,71,77,83,86,89,92,99
1694,20-09-2016,04,08,10,15,37,46,51,53,55,58,70,81,85,86,91,92,93,94,95,98
1693,16-09-2016,08,09,10,13,18,23,29,32,48,49,52,57,61,64,68,69,70,78,79,92
1692,13-09-2016,03,06,15,28,33,37,46,47,51,56,63,65,67,70,74,80,84,87,93,00
1691,09-09-2016,03,08,09,11,13,23,29,33,39,44,49,64,65,68,74,78,81,90,93,00
1690,06-09-2016,03,08,10,12,14,30,31,37,43,47,58,61,64,70,80,81,83,85,86,93
1689,02-09-2016,03,08,09,15,26,34,40,41,43,48,54,56,57,60,64,70,76,87,91,98
1688,30-08-2016,03,05,09,19,23,24,25,29,31,51,57,60,63,72,74,76,78,81,86,98
1687,26-08-2016,02,16,24,28,32,33,35,37,39,44,57,65,67,71,78,81,83,90,98,00
1686,23-08-2016,01,08,18,21,22,24,25,26,27,31,32,37,39,41,47,53,68,78,87,94
1685,19-08-2016,09,13,14,15,17,18,22,26,45,49,51,61,62,69,77,79,82,83,88,00
1684,16-08-2016,03,05,12,16,19,20,22,23,25,26,31,41,49,55,59,63,66,85,91,00
1683,12-08-2016,01,04,08,09,30,34,35,49,50,57,59,62,63,68,78,80,91,95,96,99
1682,09-08-2016,05,07,08,15,23,31,37,38,39,42,54,57,61,65,79,89,91,92,93,99
1681,05-08-2016,14,15,19,29,31,37,42,47,49,59,64,67,69,71,72,78,80,91,92,99
1680,02-08-2016,07,15,24,26,29,30,31,36,37,43,47,56,60,65,68,78,86,97,98,00
1679,29-07-2016,11,13,19,20,22,27,28,29,32,33,36,39,41,55,65,66,69,81,87,97
1678,26-07-2016,01,15,16,25,29,38,41,51,53,56,58,60,65,66,68,76,79,81,96,99
1677,22-07-2016,04,10,17,24,26,28,30,46,50,57,62,64,67,69,70,73,79,84,90,91
1676,19-07-2016,04,08,10,14,15,23,32,36,40,44,53,60,61,62,79,82,87,88,92,96
1675,15-07-2016,08,10,15,19,21,27,31,37,38,39,40,51,55,58,76,81,82,93,96,97
1674,12-07-2016,02,05,14,16,18,19,25,26,29,33,36,37,44,48,62,67,68,91,96,97
1673,08-07-2016,02,10,13,17,18,25,31,35,38,40,44,45,52,58,62,66,67,93,95,97
1672,05-07-2016,02,04,05,07,13,23,24,28,30,35,43,44,52,54,58,65,77,90,94,95
1671,01-07-2016,09,12,14,17,19,20,22,23,33,34,39,42,68,71,72,76,82,87,96,97
1670,28-06-2016,07,09,10,15,19,29,31,36,37,44,56,58,67,72,81,88,92,93,95,00
1669,24-06-2016,01,09,17,22,31,33,37,43,47,55,62,66,67,68,70,77,83,92,95,99
1668,21-06-2016,06,07,09,11,19,21,25,38,39,42,50,51,59,61,62,67,68,96,98,99
1667,17-06-2016,03,05,08,18,20,27,29,41,45,50,60,61,62,69,71,78,87,88,94,96
1666,14-06-2016,01,08,15,18,19,21,23,34,41,50,52,53,55,61,67,68,72,78,88,92
1665,10-06-2016,02,04,16,19,26,28,29,30,45,59,61,66,68,72,76,77,85,86,96,99
1664,07-06-2016,16,20,36,39,45,47,49,52,54,56,57,62,70,74,78,81,89,93,95,98
1663,03-06-2016,03,10,15,28,32,36,41,43,47,52,53,55,63,66,67,68,72,77,86,90
1662,31-05-2016,02,05,06,16,25,28,31,33,35,40,54,57,64,70,77,78,82,88,93,99
1661,27-05-2016,03,05,07,10,14,26,29,34,42,43,46,49,50,66,69,71,73,76,79,82
1660,24-05-2016,09,16,36,39,42,51,53,57,61,62,67,68,71,77,78,79,83,85,89,98
1659,20-05-2016,09,12,18,21,34,35,38,42,43,48,50,54,59,71,79,87,88,90,92,96
1658,17-05-2016,07,17,22,24,32,37,39,40,49,52,54,60,63,68,84,85,88,92,93,97
1657,13-05-2016,06,10,19,21,30,33,35,52,53,54,64,67,73,74,82,90,91,92,95,98
1656,10-05-2016,12,13,15,40,47,52,53,54,60,62,68,69,70,71,75,80,81,85,91,00
1655,06-05-2016,03,07,10,14,15,16,19,22,34,37,39,42,49,51,53,60,76,82,84,98
1654,03-05-2016,03,08,09,14,17,28,29,30,31,32,39,52,60,63,69,77,82,88,94,00
1653,29-04-2016,05,10,18,24,27,33,34,42,44,47,48,58,71,79,80,81,86,93,96,98
1652,23-04-2016,01,05,08,11,13,14,19,36,39,45,54,65,71,74,77,83,90,91,92,98
1651,20-04-2016,02,04,17,26,49,50,55,59,62,65,67,68,69,70,76,81,84,86,89,95
1650,16-04-2016,01,04,10,13,17,40,43,45,50,56,59,60,63,67,70,76,78,84,89,92
1649,13-04-2016,03,06,07,12,17,19,22,23,26,27,50,51,56,63,70,74,76,79,90,99
1648,09-04-2016,09,20,21,22,33,36,38,41,42,53,56,57,60,61,68,74,88,95,96,97
1647,06-04-2016,03,06,10,20,25,28,34,44,46,52,56,57,67,71,78,86,89,91,98,00
1646,02-04-2016,02,09,15,16,23,24,25,30,34,38,41,46,55,58,66,68,83,96,97,98
1645,30-03-2016,04,08,12,13,22,23,28,35,41,46,67,70,75,79,83,84,87,88,92,97
1644,26-03-2016,04,06,21,27,29,30,41,46,56,58,61,65,66,76,81,82,83,87,89,98
1643,19-03-2016,10,15,21,25,30,34,35,45,46,51,56,59,60,63,64,75,76,81,97,00
1642,16-03-2016,06,16,20,26,29,34,37,39,53,60,64,66,72,75,76,80,83,92,94,98
1641,12-03-2016,10,17,21,26,29,30,34,38,42,50,52,55,58,66,70,71,87,92,96,99
1640,09-03-2016,01,19,24,35,38,41,45,48,49,55,65,66,74,82,87,91,92,93,97,99
1639,05-03-2016,02,03,05,10,22,23,28,33,38,42,54,60,63,75,76,77,78,86,88,98
1638,02-03-2016,01,04,11,20,26,30,38,40,49,51,65,66,68,73,79,80,86,87,91,97
1637,27-02-2016,01,05,10,11,13,15,36,37,48,49,52,59,64,65,66,67,70,76,88,98
1636,24-02-2016,03,07,09,12,16,20,25,31,32,40,42,51,52,55,66,70,72,77,85,92
1635,20-02-2016,09,16,23,27,28,29,30,34,39,45,48,57,60,68,72,73,77,83,84,91
1634,17-02-2016,02,24,26,29,30,31,40,44,45,50,54,61,65,67,69,74,75,81,93,99
1633,13-02-2016,01,02,07,14,21,25,26,38,43,46,51,56,61,72,77,84,88,89,92,96
1632,10-02-2016,05,09,18,26,32,38,39,47,52,59,62,63,65,67,72,79,81,82,88,99
1631,06-02-2016,08,13,15,16,18,21,26,34,35,42,43,48,49,50,53,58,65,84,91,96
1630,03-02-2016,02,08,17,19,21,30,31,35,36,39,43,44,46,56,59,69,79,82,88,95
1629,30-01-2016,07,12,19,20,23,24,29,49,53,55,57,67,68,71,73,74,80,88,97,99
1628,27-01-2016,02,08,24,26,28,29,47,56,57,62,66,67,71,72,74,76,77,82,84,91
1627,23-01-2016,02,10,14,20,27,37,42,59,61,62,64,72,73,79,87,90,94,96,99,00
1626,20-01-2016,07,13,15,17,23,28,31,34,41,42,50,59,61,64,67,70,81,88,90,93
1625,16-01-2016,12,16,19,25,31,32,35,36,43,45,54,57,61,62,75,82,92,95,97,00
1624,13-01-2016,01,02,28,33,39,50,53,55,58,64,66,70,72,74,76,79,85,89,92,98
1623,09-01-2016,04,12,13,14,15,29,45,46,59,60,63,65,75,83,85,92,94,96,97,99
1622,06-01-2016,08,12,13,16,17,24,40,47,48,54,63,73,75,78,82,88,89,90,95,98
1621,02-01-2016,05,11,15,23,25,27,28,29,31,32,33,45,53,71,84,87,88,90,92,93
1620,30-12-2015,02,04,09,11,14,16,21,32,33,39,54,55,67,75,76,77,78,79,94,95
1619,26-12-2015,01,02,05,09,10,21,29,32,34,35,36,43,55,58,66,77,78,82,88,96
1618,23-12-2015,11,14,20,26,28,36,39,41,59,61,67,73,76,77,89,92,93,97,99,00
1617,19-12-2015,06,09,14,16,19,25,26,32,34,40,50,51,67,77,81,82,86,88,95,98
1616,16-12-2015,12,21,25,32,36,37,40,45,49,51,58,61,66,72,75,76,77,80,85,96
1615,12-12-2015,02,04,05,10,13,23,24,25,30,46,53,68,72,74,81,82,87,88,89,93
1614,09-12-2015,01,05,07,09,14,15,21,33,45,50,51,52,69,77,79,88,89,91,92,96
1613,05-12-2015,03,12,17,23,32,36,45,48,56,65,72,73,74,75,78,80,84,90,91,97
1612,02-12-2015,02,03,05,06,14,19,28,31,32,36,40,50,60,74,77,78,84,92,94,97
1611,28-11-2015,01,02,05,11,13,21,22,28,30,45,46,48,54,64,71,80,89,96,97,00
1610,25-11-2015,08,10,29,41,44,48,49,53,54,56,62,63,64,68,72,73,79,81,88,97
1609,21-11-2015,09,10,16,22,23,28,35,38,39,54,55,58,62,63,66,79,85,91,92,94
1608,18-11-2015,03,08,13,21,23,24,26,31,53,60,61,72,73,80,84,85,92,95,96,97
1607,14-11-2015,10,11,12,14,17,30,31,34,36,42,47,52,54,58,65,69,71,75,96,99
1606,11-11-2015,02,05,12,13,23,29,33,38,43,52,54,58,60,61,65,70,85,86,97,98
1605,07-11-2015,03,15,18,24,31,32,35,37,39,40,45,48,52,54,55,57,58,59,60,96
1604,04-11-2015,03,10,14,21,23,26,28,30,31,34,39,40,54,63,71,74,78,81,84,92
1603,31-10-2015,20,24,30,32,34,37,42,52,53,62,66,69,76,80,81,86,88,91,93,96
1602,28-10-2015,18,19,24,32,34,35,37,41,47,61,62,66,72,77,79,88,93,95,97,99
1601,24-10-2015,03,10,20,22,25,32,33,38,40,41,50,51,56,58,63,74,75,78,93,95
1600,21-10-2015,02,05,13,14,26,33,42,50,58,59,65,67,70,73,74,77,84,94,95,98
1599,17-10-2015,04,08,15,19,20,24,25,27,31,38,49,50,62,64,69,77,78,80,83,88
1598,14-10-2015,26,31,37,52,53,54,55,58,59,70,72,76,78,82,83,85,89,92,95,98
1597,10-10-2015,04,07,10,18,26,34,37,40,41,43,53,56,58,59,79,80,82,83,90,92
1596,07-10-2015,09,14,16,20,35,36,44,50,52,57,66,69,70,74,78,84,86,87,94,00
1595,03-10-2015,02,04,06,10,15,19,20,28,31,40,41,43,52,60,63,68,70,76,80,87
1594,30-09-2015,01,04,09,11,15,19,21,27,32,53,56,62,64,65,66,69,71,73,83,89
1593,26-09-2015,10,12,18,21,32,36,37,45,46,60,62,65,66,70,71,73,77,83,88,98
1592,23-09-2015,02,06,08,18,33,36,42,44,47,48,49,51,56,61,66,71,77,79,83,98
1591,19-09-2015,01,05,06,22,27,37,44,50,53,56,64,65,69,72,83,85,92,93,97,99
1590,16-09-2015,04,11,15,16,19,23,25,29,31,41,42,62,64,66,73,81,84,91,96,97
1589,12-09-2015,12,19,24,25,40,42,54,56,60,62,66,69,82,83,86,87,88,93,97,98
1588,09-09-2015,04,08,21,26,29,38,41,44,54,55,56,59,62,70,78,81,82,94,95,96
1587,05-09-2015,06,19,26,28,34,35,37,39,42,52,53,54,62,65,69,71,72,74,79,85
1586,02-09-2015,09,14,18,24,27,31,32,33,34,43,44,48,52,59,66,68,75,78,86,88
1585,29-08-2015,04,09,15,34,41,48,49,51,58,61,63,65,67,74,82,86,90,93,95,99
1584,26-08-2015,08,17,18,37,40,41,45,49,54,57,65,66,72,74,78,83,86,87,90,91
1583,22-08-2015,11,12,13,16,18,22,41,43,44,47,53,58,59,62,63,64,78,79,87,96
1582,19-08-2015,06,18,20,22,23,28,34,35,42,53,64,65,68,70,73,75,78,84,86,93
1581,15-08-2015,02,11,12,18,19,37,39,41,50,53,60,67,75,77,80,82,84,89,92,93
1580,12-08-2015,01,02,05,09,18,23,42,45,47,50,53,56,62,69,78,82,91,93,94,97
1579,08-08-2015,05,06,07,21,23,24,25,34,35,36,41,42,55,62,65,68,73,81,82,83
1578,05-08-2015,06,09,12,17,18,40,54,56,63,66,67,69,71,73,76,82,84,88,93,99
1577,01-08-2015,01,08,09,11,12,16,17,20,22,26,27,29,38,43,55,63,77,84,93,97
1576,29-07-2015,03,20,22,23,26,27,30,36,39,40,46,47,66,67,83,84,87,95,98,99
1575,25-07-2015,05,12,13,14,17,22,44,45,47,56,57,60,66,67,75,81,88,89,91,95
1574,22-07-2015,04,11,18,19,21,35,40,44,47,51,52,62,69,70,71,76,77,82,88,91
1573,18-07-2015,20,25,27,28,32,39,41,42,48,49,63,66,69,80,81,85,88,91,93,96
1572,15-07-2015,02,12,15,18,22,32,34,36,55,56,58,60,61,65,72,77,83,86,89,99
1571,11-07-2015,01,03,06,07,13,14,17,23,27,33,36,38,42,54,68,71,73,77,91,00
1570,08-07-2015,06,11,16,18,21,22,28,30,33,39,44,46,47,59,75,78,80,95,96,00
1569,04-07-2015,02,07,13,15,30,33,42,48,49,56,62,65,66,71,73,75,77,79,85,93
1568,01-07-2015,02,06,11,15,17,18,20,29,36,45,47,55,57,68,70,80,85,90,93,94
1567,27-06-2015,05,08,16,17,23,28,29,42,46,53,63,64,73,74,77,85,86,87,89,93
1566,24-06-2015,05,10,23,24,25,27,28,41,51,56,61,65,71,73,76,80,83,88,91,98
1565,20-06-2015,10,14,16,17,24,30,35,42,46,49,51,53,58,68,72,73,74,91,99,00
1564,17-06-2015,09,16,24,25,31,38,41,50,55,60,66,68,69,71,81,89,91,95,98,99
1563,13-06-2015,04,15,19,26,27,32,38,41,56,57,62,71,75,76,81,85,88,96,97,99
1562,10-06-2015,02,07,16,17,21,26,33,50,54,57,63,64,71,72,74,79,84,85,92,97
1561,06-06-2015,05,26,30,32,36,39,51,54,56,57,61,65,68,70,76,78,85,93,97,98
1560,03-06-2015,04,06,08,17,23,26,30,35,37,47,49,52,53,56,61,65,74,75,77,94
1660,24-05-2016,09,16,36,39,42,51,53,57,61,62,67,68,71,77,78,79,83,85,89,98
1659,20-05-2016,09,12,18,21,34,35,38,42,43,48,50,54,59,71,79,87,88,90,92,96
1658,17-05-2016,07,17,22,24,32,37,39,40,49,52,54,60,63,68,84,85,88,92,93,97
1657,13-05-2016,06,10,19,21,30,33,35,52,53,54,64,67,73,74,82,90,91,92,95,98
